image,text
../../datasets/FIDStyles/style3/A red umbrella in need of repair lying on the grass..jpg,A red umbrella in need of repair lying on the grass.
../../datasets/FIDStyles/style3/A woman laying on her stomach on grass on a phone..jpg,A woman laying on her stomach on grass on a phone.
../../datasets/FIDStyles/style3/A father and a daughter flying a kite in a park..jpg,A father and a daughter flying a kite in a park.
../../datasets/FIDStyles/style3/A person is riding a motorcycle with a dog..jpg,A person is riding a motorcycle with a dog.
../../datasets/FIDStyles/style3/Man on skateboard balancing with one arm out..jpg,Man on skateboard balancing with one arm out.
../../datasets/FIDStyles/style3/A store is on a city street near a traffic light..jpg,A store is on a city street near a traffic light.
"../../datasets/FIDStyles/style3/Two men, a boy and a girl playing with a Wii system..jpg","Two men, a boy and a girl playing with a Wii system."
../../datasets/FIDStyles/style3/A couple of ladies are playing the Nintendo Wii..jpg,A couple of ladies are playing the Nintendo Wii.
../../datasets/FIDStyles/style3/A person standing outside in a street with a scarf around there neck..jpg,A person standing outside in a street with a scarf around there neck.
../../datasets/FIDStyles/style3/The two long horn sheep are standing in the woods..jpg,The two long horn sheep are standing in the woods.
../../datasets/FIDStyles/style3/A woman with a clock purse looking at deli items..jpg,A woman with a clock purse looking at deli items.
../../datasets/FIDStyles/style3/A black and white dog holding a pink frisbee..jpg,A black and white dog holding a pink frisbee.
../../datasets/FIDStyles/style3/A bicycle lying on a beach with the sunset in the background..jpg,A bicycle lying on a beach with the sunset in the background.
../../datasets/FIDStyles/style3/A grey cat sitting in a blue bowl.jpg,A grey cat sitting in a blue bowl
../../datasets/FIDStyles/style3/A chef in a kitchen with a plate of cakes and carafes of red wine..jpg,A chef in a kitchen with a plate of cakes and carafes of red wine.
../../datasets/FIDStyles/style3/A bathroom with a long mirror over the sink.jpg,A bathroom with a long mirror over the sink
../../datasets/FIDStyles/style3/A group of people in street next to statue of boy on toilet..jpg,A group of people in street next to statue of boy on toilet.
"../../datasets/FIDStyles/style3/A close up of a pasta dish with noodles, broccoli and parmesan cheese..jpg","A close up of a pasta dish with noodles, broccoli and parmesan cheese."
../../datasets/FIDStyles/style3/A little kid using a child's laptop computer on a desk..jpg,A little kid using a child's laptop computer on a desk.
../../datasets/FIDStyles/style3/A bus  sitting in front of a Disney advertisement.jpg,A bus  sitting in front of a Disney advertisement
../../datasets/FIDStyles/style3/A bike that is on the road and a clock that is on a post..jpg,A bike that is on the road and a clock that is on a post.
../../datasets/FIDStyles/style3/Elegantly dress man with woman cutting a ceremonial cake..jpg,Elegantly dress man with woman cutting a ceremonial cake.
../../datasets/FIDStyles/style3/a shower view of a curtain and sink  with a tiled wall.jpg,a shower view of a curtain and sink  with a tiled wall
../../datasets/FIDStyles/style3/A blue and gray commuter bus traveling through a shopping district..jpg,A blue and gray commuter bus traveling through a shopping district.
../../datasets/FIDStyles/style3/a queen size bed in a small room with a slanted ceiling and a wooden desk.jpg,a queen size bed in a small room with a slanted ceiling and a wooden desk
../../datasets/FIDStyles/style3/The base ball player is trying to catch the ball in his glove..jpg,The base ball player is trying to catch the ball in his glove.
"../../datasets/FIDStyles/style3/A burger with tomatoes, lettuce and bacon next to a pastry..jpg","A burger with tomatoes, lettuce and bacon next to a pastry."
../../datasets/FIDStyles/style3/Someone in a wetsuit in the blue waters parasailing..jpg,Someone in a wetsuit in the blue waters parasailing.
../../datasets/FIDStyles/style3/Brown horses standing in stalls on a farm..jpg,Brown horses standing in stalls on a farm.
../../datasets/FIDStyles/style3/An toilet on a wooden floor next to a black speaker.jpg,An toilet on a wooden floor next to a black speaker
../../datasets/FIDStyles/style3/A backyard photo with a small brown bear close by..jpg,A backyard photo with a small brown bear close by.
../../datasets/FIDStyles/style3/The students are all using their laptops..jpg,The students are all using their laptops.
../../datasets/FIDStyles/style3/A toilet in a public bathroom reflected in a mirror..jpg,A toilet in a public bathroom reflected in a mirror.
../../datasets/FIDStyles/style3/An uncluttered kitchen shows an open cabinet that reveals dishes..jpg,An uncluttered kitchen shows an open cabinet that reveals dishes.
../../datasets/FIDStyles/style3/A couple of giraffes that are standing in the dirt..jpg,A couple of giraffes that are standing in the dirt.
../../datasets/FIDStyles/style3/A laptop and some computer screens on a desk..jpg,A laptop and some computer screens on a desk.
../../datasets/FIDStyles/style3/Three people doing tricks in the air on their bikes.jpg,Three people doing tricks in the air on their bikes
../../datasets/FIDStyles/style3/A man standing outside on his cellular telephone..jpg,A man standing outside on his cellular telephone.
../../datasets/FIDStyles/style3/two people cutting a cake on a table.jpg,two people cutting a cake on a table
"../../datasets/FIDStyles/style3/A bathroom with a mirror, sink and a toilet..jpg","A bathroom with a mirror, sink and a toilet."
../../datasets/FIDStyles/style3/A baby in a diaper holds a pink stuffed teddy bear..jpg,A baby in a diaper holds a pink stuffed teddy bear.
../../datasets/FIDStyles/style3/a grey bus that is parked on some concrete.jpg,a grey bus that is parked on some concrete
../../datasets/FIDStyles/style3/A herd of elephants walking along a muddy hillside..jpg,A herd of elephants walking along a muddy hillside.
../../datasets/FIDStyles/style3/A man is checking the time as he walks through a town square..jpg,A man is checking the time as he walks through a town square.
../../datasets/FIDStyles/style3/Woman showing the fruit that's in a refrigerator..jpg,Woman showing the fruit that's in a refrigerator.
../../datasets/FIDStyles/style3/A man and a woman sitting in a restaurant at a table with a plate of food in front of them..jpg,A man and a woman sitting in a restaurant at a table with a plate of food in front of them.
../../datasets/FIDStyles/style3/A man sitting at a table holding a cell phone..jpg,A man sitting at a table holding a cell phone.
../../datasets/FIDStyles/style3/A small Christmas tree is sitting next to a clock..jpg,A small Christmas tree is sitting next to a clock.
../../datasets/FIDStyles/style3/A large blue archway leading to a small blue door..jpg,A large blue archway leading to a small blue door.
../../datasets/FIDStyles/style3/A train that is sitting on a track near a ramp..jpg,A train that is sitting on a track near a ramp.
../../datasets/FIDStyles/style3/An airplane in a very bright blue sky..jpg,An airplane in a very bright blue sky.
../../datasets/FIDStyles/style3/A silver tour bus with large rear view mirrors on it's sides..jpg,A silver tour bus with large rear view mirrors on it's sides.
../../datasets/FIDStyles/style3/Safety locks on kitchen cupboards keep your children safe..jpg,Safety locks on kitchen cupboards keep your children safe.
../../datasets/FIDStyles/style3/A man is holding a Stop sign to demonstrate for children..jpg,A man is holding a Stop sign to demonstrate for children.
"../../datasets/FIDStyles/style3/A pizza topped with onions, cheese and a lemon wedge..jpg","A pizza topped with onions, cheese and a lemon wedge."
../../datasets/FIDStyles/style3/a close up of a street sign.jpg,a close up of a street sign
../../datasets/FIDStyles/style3/Woman takes a selfie in shades while people behind her are on skis.jpg,Woman takes a selfie in shades while people behind her are on skis
../../datasets/FIDStyles/style3/A black and white cat laying in a bowl on top of a table..jpg,A black and white cat laying in a bowl on top of a table.
../../datasets/FIDStyles/style3/a bedroom that has a bed and a light in it.jpg,a bedroom that has a bed and a light in it
../../datasets/FIDStyles/style3/A kid standing next to a pole with a clock..jpg,A kid standing next to a pole with a clock.
../../datasets/FIDStyles/style3/Several animals laying down and standing up while fenced in..jpg,Several animals laying down and standing up while fenced in.
../../datasets/FIDStyles/style3/A man is paddling a boat over a river..jpg,A man is paddling a boat over a river.
../../datasets/FIDStyles/style3/An elephant standing in a large body of water..jpg,An elephant standing in a large body of water.
../../datasets/FIDStyles/style3/Two laptop computers sit next to each other on a table..jpg,Two laptop computers sit next to each other on a table.
../../datasets/FIDStyles/style3/A child is holding his head close to a giant pizza..jpg,A child is holding his head close to a giant pizza.
../../datasets/FIDStyles/style3/To elephants wrestle with each other by the trunk..jpg,To elephants wrestle with each other by the trunk.
../../datasets/FIDStyles/style3/The girl is brushing her teeth with a green toothbrush..jpg,The girl is brushing her teeth with a green toothbrush.
../../datasets/FIDStyles/style3/a little girl at a diner holding a pink umbrella.jpg,a little girl at a diner holding a pink umbrella
../../datasets/FIDStyles/style3/A beach with people flying kites on top of it..jpg,A beach with people flying kites on top of it.
"../../datasets/FIDStyles/style3/A bathroom with a mirror, sink, and bathroom accessories..jpg","A bathroom with a mirror, sink, and bathroom accessories."
