image,text
../../datasets/FIDStyles/style0/A young girl cross country skis through the field by the trees on a sunny day..jpg,A young girl cross country skis through the field by the trees on a sunny day.
../../datasets/FIDStyles/style0/a man is tossing a ball at a baseball game.jpg,a man is tossing a ball at a baseball game
../../datasets/FIDStyles/style0/a cluster of broke down buses at a station.jpg,a cluster of broke down buses at a station
"../../datasets/FIDStyles/style0/A close up of signs, one with a line through a car, and one reading 'keep driveway clear'..jpg","A close up of signs, one with a line through a car, and one reading 'keep driveway clear'."
../../datasets/FIDStyles/style0/A fur covered animal wearing sunglasses and a handkerchief..jpg,A fur covered animal wearing sunglasses and a handkerchief.
../../datasets/FIDStyles/style0/Toilet and sink in tiled unfinished bathroom with large mirror..jpg,Toilet and sink in tiled unfinished bathroom with large mirror.
../../datasets/FIDStyles/style0/There is a laptop that has two mouses..jpg,There is a laptop that has two mouses.
../../datasets/FIDStyles/style0/The box of a dozen donuts has two different flavors..jpg,The box of a dozen donuts has two different flavors.
../../datasets/FIDStyles/style0/a man and woman are outside taking a picture together.jpg,a man and woman are outside taking a picture together
../../datasets/FIDStyles/style0/A small black bear sitting on a log..jpg,A small black bear sitting on a log.
../../datasets/FIDStyles/style0/A group of people are playing baseball with an audience in the background..jpg,A group of people are playing baseball with an audience in the background.
../../datasets/FIDStyles/style0/A boy stands in the grass with his mitt open..jpg,A boy stands in the grass with his mitt open.
../../datasets/FIDStyles/style0/A man with backpack skiing down a hillside..jpg,A man with backpack skiing down a hillside.
../../datasets/FIDStyles/style0/A pier has many boats parked in it..jpg,A pier has many boats parked in it.
../../datasets/FIDStyles/style0/A young person is holding skate board on the snow..jpg,A young person is holding skate board on the snow.
../../datasets/FIDStyles/style0/Desktop computer setup with ergonomic keyboard and headphones..jpg,Desktop computer setup with ergonomic keyboard and headphones.
../../datasets/FIDStyles/style0/A small girl wearing a white hat holds a stuffed doll.jpg,A small girl wearing a white hat holds a stuffed doll
../../datasets/FIDStyles/style0/A sculpture of a giraffe is standing amidst sculptures of buffalos..jpg,A sculpture of a giraffe is standing amidst sculptures of buffalos.
../../datasets/FIDStyles/style0/The baseball player is taking his equipment back to the office..jpg,The baseball player is taking his equipment back to the office.
../../datasets/FIDStyles/style0/A dog laying at a person's feet chewing on a bottle of water..jpg,A dog laying at a person's feet chewing on a bottle of water.
../../datasets/FIDStyles/style0/A group of men playing baseball in a field..jpg,A group of men playing baseball in a field.
../../datasets/FIDStyles/style0/A person on some skis in the snow..jpg,A person on some skis in the snow.
../../datasets/FIDStyles/style0/A plate full of spinach salad with dressing.jpg,A plate full of spinach salad with dressing
../../datasets/FIDStyles/style0/Three ties and some jewelry are on a display..jpg,Three ties and some jewelry are on a display.
../../datasets/FIDStyles/style0/These are two street signs on a city street..jpg,These are two street signs on a city street.
../../datasets/FIDStyles/style0/a blue and black cargo train with doors open.jpg,a blue and black cargo train with doors open
../../datasets/FIDStyles/style0/A man with a dog on his motorcycle wearing googles.jpg,A man with a dog on his motorcycle wearing googles
../../datasets/FIDStyles/style0/A black dog jumping to catch a frisbee.jpg,A black dog jumping to catch a frisbee
../../datasets/FIDStyles/style0/A tiger cat sitting on top of a piece of luggage..jpg,A tiger cat sitting on top of a piece of luggage.
../../datasets/FIDStyles/style0/A bunch of skiers with the same team uniforms seem to be waiting in line..jpg,A bunch of skiers with the same team uniforms seem to be waiting in line.
../../datasets/FIDStyles/style0/People loading a truck with fruits and vegetables..jpg,People loading a truck with fruits and vegetables.
../../datasets/FIDStyles/style0/a man is surfing in the ocean at day.jpg,a man is surfing in the ocean at day
../../datasets/FIDStyles/style0/A planter filled with lots of flowers  next to a walkway..jpg,A planter filled with lots of flowers  next to a walkway.
../../datasets/FIDStyles/style0/A group of people eating pizza in a large room..jpg,A group of people eating pizza in a large room.
../../datasets/FIDStyles/style0/A vase full of flowers on a carpet in a room.jpg,A vase full of flowers on a carpet in a room
../../datasets/FIDStyles/style0/Three a large teddy bears sitting up next to each other..jpg,Three a large teddy bears sitting up next to each other.
../../datasets/FIDStyles/style0/A woman holding a tennis racket is hitting a ball..jpg,A woman holding a tennis racket is hitting a ball.
../../datasets/FIDStyles/style0/Pan full of various vegetables ready to be cooked.jpg,Pan full of various vegetables ready to be cooked
../../datasets/FIDStyles/style0/A brown bear laying on a rock with its tongue sticking out.jpg,A brown bear laying on a rock with its tongue sticking out
../../datasets/FIDStyles/style0/one personis in the water the other person is surfing.jpg,one personis in the water the other person is surfing
../../datasets/FIDStyles/style0/A person on a surf board surfing in the ocean..jpg,A person on a surf board surfing in the ocean.
"../../datasets/FIDStyles/style0/A linen-covered table that holds empty liquor bottles, wine goblets and water glasses, many close to empty, has a set of arms and a second, separate set of hands resting against it, mostly obstructed by all the glassware..jpg","A linen-covered table that holds empty liquor bottles, wine goblets and water glasses, many close to empty, has a set of arms and a second, separate set of hands resting against it, mostly obstructed by all the glassware."
../../datasets/FIDStyles/style0/The large body aircraft is setting on the tarmac..jpg,The large body aircraft is setting on the tarmac.
../../datasets/FIDStyles/style0/a train on a train track near a train station.jpg,a train on a train track near a train station
../../datasets/FIDStyles/style0/a woman with a remote playing video game.jpg,a woman with a remote playing video game
../../datasets/FIDStyles/style0/A cutting board with diced and sliced apples..jpg,A cutting board with diced and sliced apples.
../../datasets/FIDStyles/style0/a close up of a skate board on a wooden surface.jpg,a close up of a skate board on a wooden surface
../../datasets/FIDStyles/style0/A person sitting in a chair holding a baby and a dog..jpg,A person sitting in a chair holding a baby and a dog.
../../datasets/FIDStyles/style0/A horse that is trying to find some grass to eat through the snow..jpg,A horse that is trying to find some grass to eat through the snow.
../../datasets/FIDStyles/style0/A man is next to a bicycle and bike path signs..jpg,A man is next to a bicycle and bike path signs.
../../datasets/FIDStyles/style0/A Sheep enjoying a rest in a green grass covered field..jpg,A Sheep enjoying a rest in a green grass covered field.
../../datasets/FIDStyles/style0/A skier jumps in the air on the mountain..jpg,A skier jumps in the air on the mountain.
../../datasets/FIDStyles/style0/A housing sign is hanging on a telephone pole alongside a road..jpg,A housing sign is hanging on a telephone pole alongside a road.
../../datasets/FIDStyles/style0/A roasted turkey with vegetables is on a platter..jpg,A roasted turkey with vegetables is on a platter.
../../datasets/FIDStyles/style0/A sandwich with melted cheese by carrots and grapes..jpg,A sandwich with melted cheese by carrots and grapes.
../../datasets/FIDStyles/style0/a car that is going down a street in front of large buildings.jpg,a car that is going down a street in front of large buildings
../../datasets/FIDStyles/style0/two people riding an elephant on a path with many trees near by.jpg,two people riding an elephant on a path with many trees near by
../../datasets/FIDStyles/style0/there are many people boarding a large plane.jpg,there are many people boarding a large plane
../../datasets/FIDStyles/style0/A single elephant walking in a field with many bushes..jpg,A single elephant walking in a field with many bushes.
../../datasets/FIDStyles/style0/A bathroom area with peeling paint has a toilet in it and a small oblong window..jpg,A bathroom area with peeling paint has a toilet in it and a small oblong window.
../../datasets/FIDStyles/style0/A group of giraffe walking through a dry area.jpg,A group of giraffe walking through a dry area
../../datasets/FIDStyles/style0/A group of people getting off of a bus..jpg,A group of people getting off of a bus.
../../datasets/FIDStyles/style0/a red double decker bus on the road near an intersecton.jpg,a red double decker bus on the road near an intersecton
../../datasets/FIDStyles/style0/A bird overlooks the body of water toward the city..jpg,A bird overlooks the body of water toward the city.
../../datasets/FIDStyles/style0/A man with a wet suit on surfing on a wave..jpg,A man with a wet suit on surfing on a wave.
../../datasets/FIDStyles/style0/Three people in horse drawn cart on hilly dirt road..jpg,Three people in horse drawn cart on hilly dirt road.
